Producto;Tiendas;Categoría;Precio;Envío;Año;Fecha;Vendedor;Lugar de Compra;Calificación;Método de pago;Cantidad de cuotas;lat;lon
Auriculares;1;Electrónicos;1191000;69000;2023;15-03-2023;Ángel Rodriguez;Medellín;4;Tarjeta de crédito;7;625184;-7556359
Smart TV;1;Electrónicos;12817000;729000;2022;13-03-2022;Izabela de León;Medellín;2;Tarjeta de crédito;5;625184;-7556359
Cuerda para saltar;1;Deportes y diversión;97000;9000;2021;28-04-2021;Juliana Costa;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Cubo mágico 8x8;1;Juguetes;203000;0;2022;04-12-2022;Mariana Herrera;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Sofá reclinable;1;Muebles;7266000;391000;2020;10-08-2020;Santiago Silva;Bogotá;3;Tarjeta de crédito;6;460971;-7408175
Carrito de control remoto;1;Juguetes;643000;16000;2021;08-12-2021;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Modelado predictivo;1;Libros;760000;43000;2021;15-01-2021;Juan Fernandez;Medellín;3;Nequi;1;625184;-7556359
Mesa de noche;1;Muebles;2935000;138000;2023;30-01-2023;Ángel Rodriguez;Medellín;4;Tarjeta de crédito;10;625184;-7556359
Muñeca bebé;1;Juguetes;377000;25000;2020;16-06-2020;Juan Fernandez;Medellín;1;Nequi;1;625184;-7556359
Pandereta;1;Instrumentos musicales;399000;25000;2022;08-11-2022;Ángel Rodriguez;Cartagena;5;Tarjeta de crédito;5;1039972;-7551444
Bloques de construcción;1;Juguetes;315000;19000;2021;11-04-2021;Lucas Olivera;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Balón de baloncesto;1;Deportes y diversión;666000;38000;2021;04-02-2021;Ángel Rodriguez;Bucaramanga;5;Tarjeta de crédito;8;712539;-731198
Dinosaurio Rex;1;Juguetes;159000;12000;2020;12-07-2020;Beatriz Morales;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Bicicleta;1;Deportes y diversión;5750000;288000;2020;05-05-2020;Juliana Costa;Cali;5;Tarjeta de crédito;4;343722;-765225
Ciencia de datos con Python;1;Libros;652000;37000;2021;20-03-2021;Blanca Ramirez;Bogotá;5;Cupón;1;460971;-7408175
Modelado predictivo;1;Libros;655000;17000;2021;26-04-2021;Lucas Olivera;Bogotá;3;Tarjeta de crédito;8;460971;-7408175
Sofá reclinable;1;Muebles;7056000;378000;2021;30-03-2021;Izabela de León;Pereira;5;Tarjeta de crédito;2;481333;-7569611
Sofá reclinable;1;Muebles;6977000;353000;2020;18-06-2020;Rafael Acosta;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Cama king;1;Muebles;8194000;418000;2021;19-08-2021;Maria Alfonso;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Asistente virtual;1;Electrónicos;2277000;145000;2021;23-08-2021;Blanca Ramirez;Santa Marta;1;Cupón;1;1124079;-7419904
Estufa;1;Electrodomésticos;4223000;227000;2021;30-12-2021;Beatriz Morales;Manizales;5;Tarjeta de crédito;4;506889;-7551738
Asistente virtual;1;Electrónicos;1363000;141000;2021;25-03-2021;Blanca Ramirez;Bogotá;1;Tarjeta de débito;1;460971;-7408175
Balón de baloncesto;1;Deportes y diversión;520000;10000;2020;21-09-2020;Juliana Costa;Medellín;4;Tarjeta de crédito;4;625184;-7556359
Set de vasos;1;Artículos para el hogar;445000;28000;2020;20-05-2020;Blanca Ramirez;Medellín;3;Tarjeta de crédito;1;625184;-7556359
Sillón;1;Muebles;1909000;104000;2021;30-09-2021;Lucas Olivera;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Bloques de construcción;1;Juguetes;314000;19000;2020;16-05-2020;Lucas Olivera;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Refrigerador;1;Electrodomésticos;16795000;918000;2021;13-05-2021;Ángel Rodriguez;Medellín;3;Tarjeta de crédito;5;625184;-7556359
Ajedrez de madera;1;Juguetes;224000;0;2020;18-07-2020;Pedro Gomez;Pereira;4;Nequi;1;481333;-7569611
Cama box;1;Muebles;4578000;226000;2020;14-05-2020;Lucas Olivera;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Set de ollas;1;Artículos para el hogar;875000;49000;2022;30-03-2022;Blanca Ramirez;Pereira;4;Nequi;1;481333;-7569611
Smartwatch;1;Electrónicos;2155000;97000;2020;07-03-2020;Beatriz Morales;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Mesa de comedor;1;Muebles;3198000;152000;2022;20-12-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Iniciando en programación;1;Libros;448000;72000;2020;03-09-2020;Camila Rivera;Pereira;5;Tarjeta de crédito;3;481333;-7569611
Kit de bancas;1;Muebles;2675000;146000;2020;09-08-2020;Beatriz Morales;Bogotá;5;Nequi;1;460971;-7408175
Lavadora de ropa;1;Electrodomésticos;15448000;829000;2020;31-05-2020;Felipe Santos;Medellín;4;Tarjeta de crédito;3;625184;-7556359
Microondas;1;Electrodomésticos;8017000;431000;2020;08-06-2020;Mariana Herrera;Bogotá;3;Nequi;1;460971;-7408175
Asistente virtual;1;Electrónicos;1217000;47000;2021;23-07-2021;Blanca Ramirez;Bogotá;5;Cupón;1;460971;-7408175
Ajedrez de madera;1;Juguetes;300000;26000;2020;30-01-2020;Ángel Rodriguez;Pereira;5;Tarjeta de crédito;1;481333;-7569611
Armario;1;Muebles;4620000;228000;2022;16-01-2022;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;7;460971;-7408175
Silla de oficina;1;Muebles;3243000;155000;2020;20-09-2020;Izabela de León;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Tablet ABXY;1;Electrónicos;14151000;757000;2021;03-01-2021;Blanca Ramirez;Barranquilla;4;Tarjeta de crédito;8;1096854;-7478132
Pandereta;1;Instrumentos musicales;798000;45000;2022;20-12-2022;Lucas Olivera;Cali;5;Tarjeta de crédito;1;343722;-765225
Iphone 15;1;Electrónicos;21932000;1150000;2021;07-05-2021;Maria Alfonso;Cali;2;Tarjeta de crédito;1;343722;-765225
Guitarra acústica;1;Instrumentos musicales;2621000;146000;2023;23-02-2023;Rafael Acosta;Bogotá;5;Nequi;1;460971;-7408175
Refrigerador;1;Electrodomésticos;24208000;1296000;2022;10-09-2022;Pedro Gomez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Ajedrez de madera;1;Juguetes;369000;26000;2022;10-08-2022;Izabela de León;Bogotá;4;Cupón;1;460971;-7408175
Bicicleta;1;Deportes y diversión;5210000;259000;2020;08-09-2020;Mariana Herrera;Pereira;5;Tarjeta de crédito;3;481333;-7569611
Balón de baloncesto;1;Deportes y diversión;592000;13000;2020;17-05-2020;Juan Fernandez;Medellín;4;Tarjeta de crédito;10;625184;-7556359
Secadora de ropa;1;Electrodomésticos;11070000;571000;2021;06-07-2021;Blanca Ramirez;Medellín;5;Tarjeta de crédito;12;625184;-7556359
Vaso térmico;1;Deportes y diversión;346000;0;2021;24-06-2021;Maria Alfonso;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Auriculares;1;Electrónicos;1448000;81000;2020;29-12-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Cuerda para saltar;1;Deportes y diversión;257000;16000;2022;02-11-2022;Pedro Gomez;Cali;5;Tarjeta de crédito;5;343722;-765225
Modelado predictivo;1;Libros;647000;16000;2022;29-06-2022;Juliana Costa;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Ajedrez de madera;1;Juguetes;259000;18000;2022;30-01-2022;Camila Rivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Pandereta;1;Instrumentos musicales;944000;32000;2022;27-11-2022;Santiago Silva;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Microondas;1;Electrodomésticos;4529000;223000;2022;01-10-2022;Mariana Herrera;Medellín;2;Tarjeta de crédito;7;625184;-7556359
Kit de bancas;1;Muebles;3283000;199000;2022;17-04-2022;Mariana Herrera;Manizales;5;Tarjeta de crédito;6;506889;-7551738
Pandereta;1;Instrumentos musicales;612000;37000;2021;08-12-2021;Rafael Acosta;Medellín;4;Tarjeta de crédito;3;625184;-7556359
Celular ABXY;1;Electrónicos;9004000;482000;2022;01-09-2022;Camila Rivera;Bogotá;5;Cupón;1;460971;-7408175
Dinosaurio Rex;1;Juguetes;145000;12000;2021;24-06-2021;Ángel Rodriguez;Cali;5;Tarjeta de crédito;1;343722;-765225
Lavavajillas;1;Electrodomésticos;14640000;786000;2021;03-02-2021;Rafael Acosta;Leticia;5;Tarjeta de crédito;1;-421528;-6994056
Dinosaurio Rex;1;Juguetes;202000;0;2020;25-03-2020;Blanca Ramirez;Medellín;5;Cupón;1;625184;-7556359
Bicicleta;1;Deportes y diversión;5045000;273000;2020;19-05-2020;Mariana Herrera;Bogotá;3;Tarjeta de crédito;5;460971;-7408175
Carrito de control remoto;1;Juguetes;836000;47000;2021;06-11-2021;Pedro Gomez;Medellín;4;Tarjeta de crédito;2;625184;-7556359
Cama box;1;Muebles;5746000;310000;2021;13-02-2021;Pedro Gomez;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Kit de bancas;1;Muebles;2255000;102000;2021;22-10-2021;Juan Fernandez;Bucaramanga;5;Nequi;1;712539;-731198
TV LED UHD 4K;1;Electrónicos;17213000;923000;2021;27-06-2021;Blanca Ramirez;Medellín;4;Tarjeta de crédito;5;625184;-7556359
Batería;1;Instrumentos musicales;6453000;325000;2021;01-10-2021;Santiago Silva;Bogotá;5;Nequi;1;460971;-7408175
Tablet ABXY;1;Electrónicos;15511000;828000;2021;11-12-2021;Juan Fernandez;Cali;5;Tarjeta de crédito;5;343722;-765225
Secadora de ropa;1;Electrodomésticos;7702000;412000;2022;17-12-2022;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Set de vasos;1;Artículos para el hogar;260000;0;2022;17-03-2022;Lucas Olivera;Pereira;1;Tarjeta de crédito;1;481333;-7569611
Muñeca bebé;1;Juguetes;498000;8000;2022;26-11-2022;Juan Fernandez;Cartagena;5;Nequi;1;1039972;-7551444
Batería;1;Instrumentos musicales;5002000;248000;2021;21-10-2021;Lucas Olivera;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Cuerda para saltar;1;Deportes y diversión;94000;0;2022;19-01-2022;Izabela de León;Pereira;5;Nequi;1;481333;-7569611
Bloques de construcción;1;Juguetes;378000;25000;2022;30-04-2022;Santiago Silva;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Refrigerador;1;Electrodomésticos;17403000;929000;2022;04-06-2022;Rafael Acosta;Inírida;5;Tarjeta de crédito;3;38653;-679239
Tablet ABXY;1;Electrónicos;6491000;392000;2020;20-03-2020;Pedro Gomez;Bogotá;5;Nequi;1;460971;-7408175
Secadora de ropa;1;Electrodomésticos;11410000;614000;2021;13-09-2021;Santiago Silva;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Smart TV;1;Electrónicos;14682000;786000;2022;09-11-2022;Blanca Ramirez;Cali;5;Tarjeta de crédito;1;343722;-765225
Smart TV;1;Electrónicos;15282000;818000;2022;10-03-2022;Lucas Olivera;Medellín;1;Cupón;1;625184;-7556359
Cama box;1;Muebles;3316000;158000;2022;22-08-2022;Juan Fernandez;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Mesa de noche;1;Muebles;3010000;207000;2020;08-09-2020;Santiago Silva;Cali;1;Tarjeta de crédito;6;343722;-765225
TV LED UHD 4K;1;Electrónicos;23145000;1214000;2021;28-04-2021;Pedro Gomez;Medellín;3;Tarjeta de crédito;10;625184;-7556359
Secadora de ropa;1;Electrodomésticos;7388000;406000;2020;16-03-2020;Felipe Santos;Medellín;4;Tarjeta de crédito;8;625184;-7556359
Cama box;1;Muebles;3587000;196000;2022;25-03-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Armario;1;Muebles;5238000;281000;2023;29-03-2023;Juliana Costa;Bogotá;5;Nequi;1;460971;-7408175
Dinosaurio Rex;1;Juguetes;211000;15000;2022;22-11-2022;Santiago Silva;Leticia;5;Tarjeta de crédito;5;-421528;-6994056
Mesa de noche;1;Muebles;3174000;171000;2022;12-09-2022;Rafael Acosta;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Muñeca bebé;1;Juguetes;377000;44000;2020;22-07-2020;Beatriz Morales;Bucaramanga;5;Tarjeta de crédito;7;712539;-731198
Secadora de ropa;1;Electrodomésticos;14640000;782000;2022;16-01-2022;Camila Rivera;Bogotá;1;Tarjeta de crédito;5;460971;-7408175
Ciencia de datos con Python;1;Libros;616000;15000;2021;07-12-2021;Pedro Gomez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
TV LED UHD 4K;1;Electrónicos;16634000;954000;2021;27-03-2021;Felipe Santos;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Batería;1;Instrumentos musicales;4710000;233000;2022;21-12-2022;Camila Rivera;Pereira;5;Tarjeta de crédito;1;481333;-7569611
Modelado predictivo;1;Libros;545000;31000;2021;23-07-2021;Ángel Rodriguez;Medellín;1;Tarjeta de crédito;2;625184;-7556359
Balón de voleibol;1;Deportes y diversión;387000;0;2021;20-06-2021;Rafael Acosta;Bogotá;3;Cupón;1;460971;-7408175
Muñeca bebé;1;Juguetes;586000;38000;2021;06-10-2021;Juan Fernandez;Medellín;1;Tarjeta de crédito;10;625184;-7556359
Tablet ABXY;1;Electrónicos;10998000;567000;2022;23-07-2022;Izabela de León;Pereira;5;Tarjeta de crédito;1;481333;-7569611
Smartwatch;1;Electrónicos;1937000;85000;2021;21-05-2021;Juan Fernandez;Medellín;4;Nequi;1;625184;-7556359
TV LED UHD 4K;1;Electrónicos;27347000;1458000;2023;13-03-2023;Pedro Gomez;Cúcuta;3;Nequi;1;789391;-7250782
Smartwatch;1;Electrónicos;2086000;93000;2021;25-02-2021;Blanca Ramirez;Cartagena;5;Nequi;1;1039972;-7551444
Sillón;1;Muebles;2812000;132000;2021;24-01-2021;Izabela de León;Bogotá;2;Cupón;1;460971;-7408175
Impresora;1;Electrónicos;3142000;149000;2020;29-05-2020;Beatriz Morales;Medellín;5;Tarjeta de crédito;8;625184;-7556359
Set de ollas;1;Artículos para el hogar;1721000;74000;2020;03-10-2020;Santiago Silva;Medellín;4;Tarjeta de crédito;3;625184;-7556359
Balón de voleibol;1;Deportes y diversión;581000;55000;2020;06-09-2020;Ángel Rodriguez;Medellín;5;Nequi;1;625184;-7556359
Ciencia de datos con Python;1;Libros;612000;35000;2020;31-08-2020;Juliana Costa;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Pandereta;1;Instrumentos musicales;478000;29000;2022;07-08-2022;Blanca Ramirez;Bogotá;1;Nequi;1;460971;-7408175
Vaso térmico;1;Deportes y diversión;388000;23000;2021;03-01-2021;Mariana Herrera;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Juego de mesa;1;Juguetes;1378000;76000;2022;01-06-2022;Izabela de León;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Secadora de ropa;1;Electrodomésticos;14753000;767000;2022;23-02-2022;Ángel Rodriguez;Cúcuta;5;Tarjeta de crédito;6;789391;-7250782
Ajedrez de madera;1;Juguetes;273000;0;2020;16-02-2020;Felipe Santos;Bogotá;5;Nequi;1;460971;-7408175
Secadora de ropa;1;Electrodomésticos;12264000;710000;2021;22-09-2021;Juliana Costa;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Olla de presión;1;Artículos para el hogar;712000;20000;2022;10-05-2022;Ángel Rodriguez;Bogotá;5;Cupón;1;460971;-7408175
Vaso térmico;1;Deportes y diversión;345000;25000;2023;30-01-2023;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Sillón;1;Muebles;2783000;130000;2021;16-05-2021;Izabela de León;Cali;1;Nequi;1;343722;-765225
Celular ABXY;1;Electrónicos;12596000;678000;2020;21-10-2020;Camila Rivera;Cali;5;Tarjeta de crédito;5;343722;-765225
Lavadora de ropa;1;Electrodomésticos;14472000;777000;2020;25-07-2020;Rafael Acosta;Cali;5;Nequi;1;343722;-765225
Dinosaurio Rex;1;Juguetes;161000;13000;2021;02-09-2021;Santiago Silva;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Sillón;1;Muebles;2451000;112000;2020;07-03-2020;Maria Alfonso;Medellín;4;Tarjeta de crédito;3;625184;-7556359
Celular ABXY;1;Electrónicos;10930000;587000;2022;21-09-2022;Lucas Olivera;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Smartwatch;1;Electrónicos;1457000;84000;2020;29-01-2020;Ángel Rodriguez;Bogotá;1;Tarjeta de crédito;3;460971;-7408175
Pandereta;1;Instrumentos musicales;951000;57000;2020;19-07-2020;Maria Alfonso;Medellín;3;Tarjeta de crédito;10;625184;-7556359
Iphone 15;1;Electrónicos;23773000;1248000;2020;12-05-2020;Rafael Acosta;Cúcuta;5;Nequi;1;789391;-7250782
Bloques de construcción;1;Juguetes;344000;20000;2020;08-03-2020;Izabela de León;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Lavadora de ropa;1;Electrodomésticos;14864000;773000;2023;02-02-2023;Juliana Costa;Medellín;5;Tarjeta de crédito;4;625184;-7556359
Smartwatch;1;Electrónicos;1204000;46000;2021;30-11-2021;Pedro Gomez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
TV LED UHD 4K;1;Electrónicos;24832000;1304000;2020;15-01-2020;Beatriz Morales;Pereira;5;Nequi;1;481333;-7569611
Ajedrez de madera;1;Juguetes;371000;0;2022;26-01-2022;Mariana Herrera;Bogotá;5;Tarjeta de crédito;7;460971;-7408175
Refrigerador;1;Electrodomésticos;21219000;1132000;2020;10-04-2020;Mariana Herrera;Cartagena;5;Tarjeta de crédito;8;1039972;-7551444
Dashboards con Power BI;1;Libros;315000;75000;2022;04-11-2022;Blanca Ramirez;Bogotá;5;Nequi;1;460971;-7408175
Modelado predictivo;1;Libros;485000;59000;2021;23-08-2021;Santiago Silva;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Cuerda para saltar;1;Deportes y diversión;180000;0;2022;24-05-2022;Lucas Olivera;Bogotá;5;Cupón;1;460971;-7408175
Cubertería;1;Artículos para el hogar;545000;11000;2022;17-07-2022;Pedro Gomez;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Kit de bancas;1;Muebles;3347000;235000;2020;04-10-2020;Juliana Costa;Bogotá;5;Cupón;1;460971;-7408175
Balón de voleibol;1;Deportes y diversión;446000;0;2021;29-04-2021;Mariana Herrera;Bogotá;4;Tarjeta de crédito;5;460971;-7408175
Balón de baloncesto;1;Deportes y diversión;562000;32000;2020;14-08-2020;Juliana Costa;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
TV LED UHD 4K;1;Electrónicos;29770000;1587000;2020;23-08-2020;Santiago Silva;Bogotá;5;Nequi;1;460971;-7408175
Bloques de construcción;1;Juguetes;371000;0;2021;13-12-2021;Felipe Santos;Leticia;1;Nequi;1;-421528;-6994056
Carrito de control remoto;1;Juguetes;813000;25000;2021;24-12-2021;Lucas Olivera;Medellín;2;Cupón;1;625184;-7556359
Guitarra eléctrica;1;Instrumentos musicales;6677000;337000;2022;09-06-2022;Blanca Ramirez;Medellín;1;Tarjeta de crédito;3;625184;-7556359
Microondas;1;Electrodomésticos;4699000;254000;2020;17-05-2020;Felipe Santos;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Estufa;1;Electrodomésticos;9136000;468000;2020;07-12-2020;Mariana Herrera;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Lavadora de ropa;1;Electrodomésticos;13285000;711000;2020;07-09-2020;Juliana Costa;Bogotá;3;Tarjeta de débito;1;460971;-7408175
Dinosaurio Rex;1;Juguetes;176000;0;2020;01-09-2020;Santiago Silva;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Lavavajillas;1;Electrodomésticos;13973000;748000;2020;25-06-2020;Maria Alfonso;Medellín;5;Tarjeta de crédito;7;625184;-7556359
Vaso térmico;1;Deportes y diversión;553000;11000;2021;03-03-2021;Blanca Ramirez;Cali;4;Nequi;1;343722;-765225
Cubo mágico 8x8;1;Juguetes;178000;13000;2020;17-08-2020;Rafael Acosta;Pasto;1;Tarjeta de crédito;1;121361;-7728111
Batería;1;Instrumentos musicales;6800000;366000;2022;12-05-2022;Felipe Santos;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Mesa de centro;1;Muebles;1449000;84000;2020;08-06-2020;Maria Alfonso;Pereira;2;Tarjeta de crédito;3;481333;-7569611
Cubo mágico 8x8;1;Juguetes;213000;0;2021;09-10-2021;Santiago Silva;Medellín;4;Nequi;1;625184;-7556359
Carrito de control remoto;1;Juguetes;669000;18000;2022;09-05-2022;Ángel Rodriguez;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Microondas;1;Electrodomésticos;4146000;203000;2021;11-04-2021;Blanca Ramirez;Bogotá;3;Nequi;1;460971;-7408175
Ciencia de datos con Python;1;Libros;575000;35000;2022;21-11-2022;Santiago Silva;Cúcuta;5;Tarjeta de crédito;8;789391;-7250782
Dashboards con Power BI;1;Libros;384000;26000;2021;09-04-2021;Izabela de León;Barranquilla;1;Tarjeta de crédito;3;1096854;-7478132
Lavadora de ropa;1;Electrodomésticos;13432000;717000;2021;27-01-2021;Santiago Silva;Bogotá;4;Nequi;1;460971;-7408175
Set de vasos;1;Artículos para el hogar;403000;24000;2020;23-01-2020;Felipe Santos;Santa Marta;1;Tarjeta de crédito;3;1124079;-7419904
Microondas;1;Electrodomésticos;4518000;264000;2021;13-03-2021;Blanca Ramirez;Santa Marta;5;Cupón;1;1124079;-7419904
Batería;1;Instrumentos musicales;7127000;383000;2020;28-02-2020;Mariana Herrera;Bucaramanga;5;Tarjeta de crédito;10;712539;-731198
Asistente virtual;1;Electrónicos;2901000;136000;2022;17-09-2022;Maria Alfonso;Cúcuta;5;Tarjeta de crédito;1;789391;-7250782
Microondas;1;Electrodomésticos;4688000;252000;2020;06-06-2020;Mariana Herrera;Pereira;5;Tarjeta de crédito;3;481333;-7569611
Juego de mesa;1;Juguetes;1800000;78000;2021;05-08-2021;Santiago Silva;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Secadora de ropa;1;Electrodomésticos;9954000;532000;2020;08-09-2020;Rafael Acosta;Cali;5;Tarjeta de crédito;3;343722;-765225
Asistente virtual;1;Electrónicos;2030000;90000;2021;18-12-2021;Izabela de León;Bogotá;1;Tarjeta de crédito;4;460971;-7408175
Iniciando en programación;1;Libros;452000;26000;2021;01-11-2021;Juliana Costa;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Ajedrez de madera;1;Juguetes;338000;20000;2021;22-08-2021;Juliana Costa;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Mesa de noche;1;Muebles;2538000;194000;2021;09-07-2021;Felipe Santos;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Olla de presión;1;Artículos para el hogar;580000;79000;2021;02-12-2021;Izabela de León;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Cuerda para saltar;1;Deportes y diversión;183000;0;2020;21-09-2020;Santiago Silva;Cali;4;Tarjeta de crédito;3;343722;-765225
Ajedrez de madera;1;Juguetes;360000;30000;2020;30-08-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
